Id,Neg,Pos,Review
154,環境	餐廳,,"雖然 x
我 r
住 v
的 uj
是 v
豪華 x
房 n
， x
但是 c
房間 x
的 uj
設施 x
還是 x
顯得 x
有些 r
陳舊 x
。 x
早點 x
並 zg
不是 c
非常 d
的 uj
豐富 x
， x
不過 x
我 r
想 v
對於 x
在 p
四星 nz
飯店 x
裡 f
的 uj
50 m
元 m
錢 n
的 uj
早點 x
， x
可能 v
是 v
我 r
要求 v
過 ug
高 a
了 ul
。 x
不過 x
這個 x
酒店 n
的 uj
門臉 x
可 v
這 r
是 v
夠 v
背 v
的 uj
。 x
藏 j
在 p
了 ul
一個 x
小 a
胡同 nr
裡面 f
。 x
不過 x
還好 x
出租車 x
司機 x
都 d
知道 v
。 x"
156,環境,餐廳	服務,"僅 d
住 v
了 ul
一天 m
， x
單人房 x
， x
感覺 x
還 x
滿意 x
。 x
服務 x
不錯 x
， x
早餐 n
不錯 x
， x
結賬 x
也 d
很快 d
。 x
去 v
不遠 x
的 uj
西關 x
人家 n
吃 v
了 ul
頓 q
晚飯 x
， x
驢肉 x
鍋 n
仔 ad
， x
便宜 a
又 d
實惠 x
。 x
房間 x
稍 d
小 a
了 ul
一點 x
， x
書桌上 x
放 v
了 ul
電腦 x
稍 d
顯 v
擁擠 x
。 x"
157,服務,,"服務 x
差 a
， x
怎麼 x
會 v
有 v
一間 x
酒店 n
沒 zg
熱水 x
呢 y
? x
我 r
之前 f
看到 v
是 v
一月 m
的 uj
點評 x
說 v
沒熱 v
方 n
不到 v
現去 t
還是 x
沒有 x
， x
投 vn
訴說 x
要換 v
另一家 l
他們 x
居然 d
說 v
叫 v
我 r
可考 v
蘆 n
， x
我 r
馬上 x
搬去 v
別家 x
。 x"
159,環境	服務,,"典型 n
的 uj
國營 x
酒店 n
， x
管理層 x
缺乏 v
責任心 x
， x
管理混亂 x
。 x
房間 x
裡 f
的 uj
大燈 x
鏡燈 n
檯燈 x
都 d
是 v
壞 a
的 uj
， x
只有 c
一盞 x
床 n
頭燈 x
可用 v
， x
不 d
知道 v
酒店 n
是 v
怎麼 x
維護 x
的 uj
。 x
最 d
可氣 x
的 uj
是 v
結帳 x
時 zg
竟然 d
要求 v
客人 n
賠償 x
房間 x
裡 zg
已損壞 x
很久 a
的 uj
鞋盒 n
， x
簡直 x
是 v
訛詐 x
。 x"
164,價格,服務,"又 d
一次 m
入住 v
, x
服務 x
一如既往 i
, x
無可挑剔 x
, x
但 c
就是 d
攜程 x
的 uj
價格 x
有點 x
貴 a
了 ul
~ x"
165,環境,餐廳	服務	價格,"服務 x
好 a
， x
結賬 x
快 a
， x
門口 x
有 v
好 a
出租車 x
。 x
最 d
重要 a
的 uj
， x
早餐 n
真 d
好 a
。 x
單人間 x
價格合理 x
， x
但 c
標間 n
一個 x
人 n
住 v
不 d
太 d
合適 x
。 x"
166,,餐廳	環境,"總的來說 x
很 zg
不錯 x
， x
環境 x
很 d
好 a
， x
特別 x
是 v
早餐 n
， x
很 d
好 a
， x
很 d
有 v
競爭力 x
。 x
我 r
過年 x
這 zg
幾天 x
綜合 x
比較 x
幾個 x
四星級 x
酒店 n
的 uj
早餐 n
， x
還是 x
他家 r
的 uj
最好 a
。 x"
167,環境,餐廳	服務	交通,"優點 x
： x
大堂 n
和 c
客房部 n
的 uj
服務 x
非常 d
好 a
， x
很 zg
熱情 x
（ x
因為 c
沒有 x
冰箱 n
特地 n
幫 x
我們 x
從別 d
出弄 v
來 v
了 ul
冰塊 x
） x
特色 n
大 a
床房 n
送 v
茶香 n
枕 n
、 x
一些 m
雜誌 x
比較 x
有意思 l
地理位置 n
不錯 x
， x
周圍 x
有 v
家樂福 x
等 u
購物廣場 x
， x
交通 n
也 d
算 v
方便 a
送 v
的 uj
早餐 n
很棒 a
， x
自助餐 v
非常 d
豐盛 x
， x
中 f
西式 n
都 d
有 v
， x
加菜 v
速度 n
很快 d
缺點 x
： x
隔音 n
極差 x
， x
晚上 t
被 p
隔壁 s
的 uj
客人 n
說話 x
吵醒 v
最近 f
酒店 n
在 p
裝修 x
， x
早上 t
6 x
: x
30 m
就 d
開工 x
， x
完全 ad
睡 v
不著 v
了 ul
沒有 x
小 a
冰箱 n
電視 x
沒有 x
衛星頻道 x
設施 x
如 v
馬桶 x
、 x
毛巾 nr
稍 d
有 v
陳舊 x
， x
不過 x
還 x
行 zg"
168,,環境	服務	交通	餐廳,"上個 x
週末 x
去 v
無錫 x
， x
看 v
了 ul
諸位 x
網友 x
的 uj
推薦 x
， x
住 v
的 uj
友誼 x
， x
總體 x
感覺 x
不錯 x
。 x
總體 x
情況 x
基本上 n
前面 f
的 uj
網友 x
們 k
都 d
說 v
到 v
了 ul
， x
酒店 n
的 uj
周邊環境 x
一般 a
， x
當然 x
和 c
風景區 x
不能 v
比 p
， x
也 d
不能 v
算 v
嘈雜 x
， x
一般 a
的 uj
市區 x
非 h
繁華 x
地段 n
大抵 d
如此 c
。 x
好 a
在 p
酒店 n
彎 v
在 p
裡面 f
， x
所以 c
基本上 n
沒什麼 x
影響 x
。 x
酒店 n
邊上 x
有 v
可 v
的 uj
便利 a
， x
稍遠 x
一點 x
有 v
樂購 v
， x
交通 n
也 d
很 d
方便 a
。 x
房間 x
床 n
比較 x
硬 a
， x
衛生間 x
比較 x
小 a
， x
電腦病毒 x
比較 x
厲害 x
， x
不過 x
總體 x
來說 x
瑕不掩瑜 i
。 x
我們 x
住 v
的 uj
2 m
號 m
樓 n
商務 x
房 n
， x
房間 x
大 a
而且 c
乾淨 x
， x
衛生間 x
也 d
很 d
乾淨 x
。 x
酒店 n
的 uj
服務態度 x
非常 d
好 a
， x
check eng
- x
in eng
和 c
check eng
- x
out eng
的 uj
速度 n
也 d
很快 d
， x
特別 x
值得一提的是 l
中餐廳 x
的 uj
菜 n
很 d
不錯 x
， x
至少 d
很 d
對 p
我們 x
的 uj
胃口 n
， x
聽 x
邊上 x
的 uj
一位 m
當地人 x
說 zg
這邊 x
的 uj
無錫 x
菜 n
很 d
地道 n
。 x
是 v
一家 m
性價比 x
很高 a
的 uj
酒店 n
。 x"
169,,服務,"我 r
和 c
家人 n
於 nr
5 m
月 m
7 m
日 m
開始 x
入住 v
天府 n
陽光 x
酒店 n
， x
雖然 x
有 v
一點 x
小 a
誤會 x
， x
但 c
通過 x
攜程 x
的 uj
溝通 x
很快 d
的 uj
得到 v
了 ul
解決 x
， x
對於 x
酒店 n
積極 x
的 uj
態度 x
和 c
後來 x
細緻入微 x
的 uj
服務 x
深感 a
滿意 x
。 x
值得一提的是 l
， x
5 m
月 m
12 m
日 m
地震 n
當天 x
酒店 n
的 uj
應急 x
措施 n
及 c
對 p
客人 n
的 uj
負責 x
， x
點點滴滴 x
感受 v
到 v
酒店 n
的 uj
溫暖 x
。 x
有 v
機會 x
一定 d
要 v
再次 d
入住 v
此 zg
酒店 n
， x
並 zg
推薦 x
所有 b
的 uj
朋友 n
入住 v
此 zg
酒店 n
！ x"
170,,環境	餐廳,"房間 x
很 zg
乾淨 x
！ x
早餐 n
很 zg
豐盛 x
！ x
門童 x
很 d
好 a
！ x
已經 x
是 v
第二次 m
訂 v
那 r
了 ul
。 x
以後 x
還 d
會 v
住 v
。 x"
172,環境	服務,,"我們 x
總共 x
住 v
了 ul
3 m
晚 t
。 x
我 r
在 p
預定 x
前 f
已 d
清楚 a
地 uv
註明 x
希望 v
高層 x
房間 x
， x
當天 x
達到 x
時 ng
才 d
4 m
點 m
多 m
， x
酒店 n
就 d
以 p
房間 x
已 d
開完 v
了 ul
為 p
理由 n
給 zg
我們 x
安排 v
了 ul
一個 x
沒有 x
窗 ng
的 uj
一樓 x
房間 x
， x
當時 x
是 v
一位 m
男 n
前台 n
辦理 x
的 uj
， x
而且 c
完全 ad
不 d
理會 x
我 r
的 uj
預定 x
要求 v
。 x
我 r
的 uj
家人 n
由於 x
是 v
老人家 n
， x
沒有 x
窗 s
覺得 x
非常 d
憋氣 x
， x
而且 c
蚊子 n
多 m
得像 v
開 v
飛機 x
。 x
過 ug
了 ul
半小時 x
， x
我 r
來到 x
前台 n
要求 v
換房 x
， x
另 r
一位 m
男 n
前台 n
二話沒說 x
就 d
換 v
了 ul
一間 x
房 n
， x
但 c
還是 x
在 p
一樓 x
， x
好 a
在 p
可以 c
透氣 x
。 x
但 c
蚊子 n
還是 x
一 m
抓 v
一把 m
， x
酒店 n
解釋 x
： x
廈門 x
這個 x
季節 x
就是 d
以 p
蚊子 n
多 m
著名 a
的 uj
。 x
接下來 x
我 r
打電話 x
給 zg
攜程 x
要求 v
協調 x
， x
但 c
也 d
沒有 x
成功 a
。 x
我 r
心想 n
換 zg
一家 m
酒店 n
， x
但 c
老人家 n
又 d
不想 v
折騰 x
， x
因此 c
在 p
第 m
3 m
天才 n
換 v
了 ul
一間 x
二樓 x
的 uj
房 n
給 p
我們 x
。 x
我 r
覺得 x
攜程 x
應該 x
重視 x
客戶 x
的 uj
預定 x
需求 v
， x
要求 v
酒店 n
滿足 x
， x
如 v
不能 v
滿足 x
要 v
告知 v
客人 n
， x
否則 x
去 v
到 v
酒店 n
還要 x
生 vn
一場 x
悶氣 x
， x
什麼 x
旅遊 x
的 uj
興致 x
都 d
沒有 x
了 ul
。 x"
173,環境,交通,"前前後後 x
住 v
了 ul
好 a
多次 m
， x
位置 v
方便 a
， x
周邊 x
有 v
很多 m
吃飯 x
的 uj
地方 n
。 x
就是 d
房間 x
有點 x
小 a
。 x"
174,餐廳,交通,"以 p
本人 r
愚見 x
， x
這個 x
飯店 x
實在 x
是 v
沒什麼 x
值得 v
稱道 x
的 uj
地方 n
， x
甚至 d
想 v
找 v
一處 x
放置 v
手提電腦 x
的 uj
地方 n
都 d
很 d
困難 x
！ x
好不容易 l
擺好 x
電腦 x
卻 d
又 d
找 v
不到 v
電源 x
插口 n
， x
鬱悶 x
至極 x
！ x
早餐 n
嗎 x
？ x
別說 x
可口 v
和 c
品種 x
多樣 x
了 ul
， x
不 d
誇張 x
地 uv
說 v
， x
連 zg
填飽 x
肚子 n
都 d
成問題 x
， x
不行 v
你 r
就 d
去 v
試試 x
！ x
像 v
其他 r
評友 n
講 v
的 uj
， x
亂七八糟 x
的 uj
電話 x
接連不斷 x
， x
讓 v
你 r
不得 v
安生 an
， x
可怕 c
！ x
唯一 b
的 uj
可取之處 x
就是 d
去 v
機場 x
方便 a
。 x
勸 x
後來 x
諸君 x
勿 d
選擇 x
這家 x
酒店 n
。 x"
175,環境	餐廳,交通,"通過 x
攜程 x
預定 x
了 ul
7 m
月 m
26.27 m
的 uj
房間 x
, x
6 m
人 n
3 m
個 m
標間 n
.26 m
日 m
一大早 l
弟兄們 x
從 zg
北京 ns
開車 x
浩 nr
浩蕩 x
盪 zg
開拔 x
, x
不想 v
在 p
京 j
沈 j
灤縣 x
段 q
被 p
交警 j
轟下 x
了 ul
高速路 n
( x
前方 f
道路 n
封閉 x
) x
, x
只好 d
沿 p
102 m
國道 x
緩慢 x
運動 x
, x
全程 n
9 x
小時 x
( x
好 a
在 p
中途 b
電話 x
延長 x
了 ul
入住 v
時間 x
) x
, x
等 u
到達 x
卻 zg
當頭一棒 x
, x
酒店 n
竟然 d
說 v
因 p
接團 n
27 m
號 m
沒房 v
了 ul
, x
趕緊 x
找 v
攜程 x
客服 n
, x
最後 x
酒店 n
答應 x
協調 x
, x
誰知 x
27 m
號 m
私下 n
轉包 x
到 v
博維 nr
大酒店 n
, x
錢 n
倒 v
是 v
沒 d
多 m
花 n
, x
可 v
積分 x
...... m
只好 d
回來 x
找 v
攜程 x
客服 n
算 v
帳 q
, x
還好 x
攜程 x
客服 n
比較 x
通融 n
. x
酒店 n
印象 n
: x
3 m
間房 n
: x
2008 m
, x
4002 m
, x
5002 m
( x
6 m
人 n
3 m
間房 n
還 d
不 d
挨著 v
, x
暈 v
...... m
) x
房間 x
門鎖 x
不是 c
卡式 nz
, x
還是 x
鑰匙 x
( x
鑰匙 x
? x
以前 f
我 r
只有 c
住 v
在 p
招待所 n
才 d
用 p
鑰匙 x
) x
, x
房間 x
整體 x
裝修 x
感覺 x
較 d
舊 a
, x
牆上 x
有 v
蚊子 n
的 uj
標本 x
, x
有 v
飲水機 x
, x
可以 c
打 v
到 v
涼水 x
( x
後來 x
在 p
博維 nr
大酒店 n
就 d
沒 v
飲水機 x
, x
沒 zg
涼水 x
) x
, x
浴室 n
較 d
小 a
, x
浴缸 n
較 d
髒 yg
, x
還 x
沒有 x
隔簾 n
, x
熱水 x
還好 x
, x
隨時 x
都 d
有 v
, x
4002 m
馬桶 x
水箱 n
按鈕 x
不能 v
復位 x
, x
每次 r
要 v
把 p
水箱 n
蓋 v
拿 v
起來 x
( x
走 v
的 uj
時候 x
和 c
總台 n
說 v
了 ul
, x
不 d
知道 v
修 v
沒修 v
) x
, x
2008 m
獨立 x
空調 x
, x
4002 m
, x
5002 m
中央空調 x
, x
5002 m
中央空調 x
冷氣 x
不行 v
, x
大半夜 t
3 m
次 t
打電話 x
到 v
總台 n
都 d
冷 a
不 d
起來 x
, x
只好 d
凌晨 t
都 d
擠到 v
4002 m
( x
嚴重 x
影響 x
4002 m
客人 n
休息 v
! x
) x
, x
3 m
間房 n
都 d
沒 v
寬帶 x
, x
只有 c
寬帶 x
線 zg
( x
沒 zg
寬帶 x
有 v
寬帶 x
線算 n
怎麼 x
回事兒 x
? x
? x
? x
) x
帶 v
雙 n
早餐 n
( x
雞蛋 x
, x
粥 n
, x
花卷 n
) x
, x
還 x
不能 v
帶回 x
房 n
, x
( x
有 v
弟兄 n
睡懶覺 x
, x
結果 x
只 d
帶回 x
個 zg
雞蛋 x
) x
, x
交通 n
還好 x
, x
到 v
那裡 r
都 d
方便 a
, x
旁邊 x
有 v
飯館 x
, x
也 d
有 v
藥店 x
, x
到 v
海灘 x
( x
體育 x
基地 n
) x
還 d
得 ud
5 m
公里 q
左右 m
. x"
178,服務,環境,"我 r
住 v
的 uj
是 v
商務 x
大床 nz
房 n
, x
房間 x
雖 x
不是 c
很大 a
, x
但 c
感覺 x
蠻 x
溫馨 x
的 uj
, x
有 v
免費 x
上網 x
的 uj
電腦 x
. x
就是 d
中午 t
退房 v
時 ng
總台 n
只 d
一個 x
服務員 x
( x
可能 v
去 v
吃飯 x
了 ul
) x
, x
等 u
了 ul
會 v
時間 x
. x"
179,環境	餐廳,,"地點 x
實在太 x
偏僻 a
， x
設施 x
有點 x
破舊 x
， x
浴簾 n
霉成 v
那樣 x
竟然 d
還 d
在 p
使用 v
。 x
想要 v
借用 v
電吹風 x
， x
可 v
服務員 x
說 zg
沒有 x
， x
原來 x
其他 r
房間 x
都 d
有 v
安裝 x
電吹風 x
， x
就是 d
我 r
住 v
的 uj
標房 n
B eng
沒有 x
。 x
這樣 x
最起碼 x
的 uj
服務 x
都 d
沒有 x
， x
還 x
不如 c
人家 n
街頭 x
小 a
旅館 x
！ x
補充 x
點評 x
2007 m
年 m
4 m
月 m
16 m
日 m
： x
前台 n
服務 x
實在 x
不怎麼樣 x
， x
我 r
進 v
酒店 n
的 uj
時候 x
一大群 m
前台 n
服務員 x
不 d
知道 v
在 p
討論 x
什麼 x
， x
愣 v
是 v
沒 v
人理 n
我 r
。 x
再說 x
那個 x
早餐 n
， x
實在 x
難以 x
下嚥 x
， x
路邊 x
的 uj
早點 x
肯定 v
比 p
它 r
好吃 v
。 x"
180,服務,,"我 r
是 v
代 n
同事 n
們 zg
預訂 x
此 zg
酒店 n
， x
之前 f
聽說 x
此 zg
酒店 n
不錯 x
， x
但 c
沒想到 x
幾次 x
打電話 x
到 v
酒店 n
咨詢 vn
事情 n
， x
前台 n
服務員 x
的 uj
態度 x
非常 d
不耐煩 x
， x
非常 d
差 a
。 x
作為 v
酒店 n
， x
前台 n
是 v
舉足輕重 x
的 uj
部門 x
， x
竟然 d
有 v
這樣 x
的 uj
服務 x
， x
令 v
我 r
非常 d
失望 v
。 x"
182,環境	服務,,"剛剛 x
入住 v
是 v
發現 x
房間 x
的 uj
地毯 n
和 c
椅子 n
都 d
是 v
濕 a
的 uj
， x
打電話 x
詢問 x
時 zg
前台 n
只是 c
說明 x
了為 v
什麼 x
椅子 n
和 c
地毯 n
會 v
是 v
濕 a
的 uj
、 x
一點 x
歉意 n
都 d
沒 v
感覺 x
到 v
。 x
結果 x
只 d
給換 v
了 ul
兩把 x
椅子 n
， x
實在 x
有些 r
讓 v
人 n
不爽 a
。 x
離 zg
五星級 x
服務 x
還有 x
距離 x
。 x"
183,環境,,"10 m
月 m
1 m
－ x
3 m
日 m
入住 v
， x
該 x
酒店 n
環境 x
很 d
差 a
， x
像 v
個 q
大雜院 x
。 x
裡面 f
有 v
消防隊 x
， x
小店 n
， x
居民 n
摟 v
等 u
。 x
房間 x
設施 x
也 d
一般 a
， x
毛巾 nr
更是 d
又 d
黑 a
又 d
硬 a
， x
插地 n
還 d
差不多 l
。 x
更 d
可怕 c
的 uj
是 v
3 m
日 m
凌晨 t
小偷 d
竟 d
兩次 x
光顧 x
我 r
的 uj
房間 x
， x
而且 c
有 v
鑰匙 x
打開 x
房門 x
， x
幸虧 x
我 r
上 f
了 ul
防盜鏈 x
， x
沒有 x
進來 x
。 x
事後 x
酒店 n
方面 n
承認 x
防盜 x
壓力 x
很大 a
， x
而且 c
屢 d
有 v
客人 n
失竊 x
。 x
我 r
建議 x
攜程 x
可 v
考慮 x
推薦 x
這種 x
酒店 n
。 x
補充 x
點評 x
2007 m
年 m
10 m
月 m
11 m
日 m
： x
應為 v
： x
建議 x
攜程 x
考慮 x
取消 v
推薦 x
該 x
酒店 n
。 x"
184,環境,,"房間 x
太差 n
, x
電梯 x
愛壞 v
, x
差點 x
被 p
鎖 v
在 p
電梯 x
裡 zg
出不來 x
, x
爬 v
到 v
六樓 x
快 a
累死 v
了 ul
, x
再也不會 x
住 v
. m
強烈建議 x
大家 n
考慮 x
其他 r
經濟型 x
酒店 n
, x
如 v
家 q
越來越 x
差 a
了 ul
. m"
185,環境,,"第一 m
： x
從 zg
預訂 x
看 v
酒店 n
和 c
攜程 x
。 x
作為 v
攜程 x
的 uj
鑽石 x
客戶 x
， x
一直 d
以來 x
對 x
預訂 x
效率 n
和 c
正確率 x
都 d
比較滿意 x
， x
但 c
本次 r
預訂 x
上海 ns
世茂 nr
皇家 n
艾美 nr
酒店 n
感到 v
非常 d
氣憤 x
、 x
煩人 x
！ x
由於 x
酒店 n
方 n
出台 v
新 a
的 uj
房價 x
政策 n
（ x
連住 v
4 m
晚 t
以上 f
房價 x
） x
， x
否認 x
本人 r
已 d
確認 x
的 uj
訂單 x
（ x
連住 v
2 m
晚 t
以上 f
房價 x
） x
， x
前後 x
和 c
攜程 x
交涉 v
不下 v
20 m
次才 t
重新 a
恢復原 x
訂單 x
的 uj
有效性 n
。 x
雖然 x
此事 r
已 d
得到 v
解決 x
， x
但 c
反映 v
兩個 x
重要 a
問題 x
： x
一 m
是 v
上海 ns
世茂 nr
皇家 n
艾美 nr
酒店 n
經營 x
不 d
誠信 x
， x
在 p
攜程 x
客服 n
一再 d
確認 x
之下 f
才 d
承認 x
修改 v
過 zg
房價 x
政策 n
和 c
同意 d
按照 p
原 n
訂單 x
標準 x
收費 x
； x
二 m
是 v
攜程 x
處理 x
客戶 x
問題 x
的 uj
機制 x
反映 v
遲鈍 x
， x
並 c
有 v
不負責任 x
的 uj
表現 x
。 x
第二 m
： x
從 zg
入住 v
感受 v
看 v
酒店 n
。 x
1 x
、 x
酒店 n
地理位置 n
相當 x
優越 x
， x
出門 x
就是 d
南京路 ns
步行街 n
， x
周邊 x
都 d
是 v
中 f
、 x
西式 n
餐飲店 x
， x
這 r
是 v
我 r
看到 v
的 uj
唯一 b
優勢 x
。 x
2 x
、 x
酒店 n
坐落 v
的 uj
大樓 x
設計 x
很 zg
獨特 x
， x
成 n
三角形 n
， x
酒店 n
大堂 n
位於 x
11 m
樓 n
， x
以下 f
都 d
是 v
商場 x
， x
電梯 x
很多 m
卻 d
都 d
有 v
指定 v
的 uj
起始 v
和 c
到達 x
樓層 x
， x
從 p
1 m
樓 n
（ x
首層 x
） x
上 f
有 v
直達 x
電梯 x
， x
但 c
對於 x
要辦 x
登記 x
入住 v
的 uj
客人 n
都 d
須 d
先 d
到 v
（ x
L eng
層 q
） x
辦理 x
好 a
手續 x
再 d
轉乘 x
， x
下樓 x
更 d
麻煩 x
， x
所有 b
都 d
得 ud
先 d
到 v
（ x
L eng
層 q
） x
再 d
轉乘 x
。 x
反正 d
住 v
這 r
幾 m
酒店 n
三天 m
就是 d
在 p
電梯 x
裡 zg
轉來轉去 x
， x
絕對 x
浪費時間 x
！ x
商務 x
客人 n
勿 d
住 v
！ x
2 x
、 x
15 m
樓 n
行政 n
樓層 x
室內 x
結構 x
和 c
佈局 x
很 zg
彆扭 x
， x
洗臉 x
台 q
在 p
衛生間 x
外 f
使用 v
時 zg
難免 x
有 v
水 n
濺 v
在 p
地上 s
很滑 a
， x
沒有 x
懸掛 x
毛巾 nr
的 uj
地方 n
， x
這些 x
都 d
能 v
忍受 v
， x
但 c
床頭 n
的 uj
位置 v
正 d
對 p
著門 n
， x
中間 x
只有 c
一個 x
屏風 x
， x
晚上 t
象 n
躺 v
在 p
門口 x
睡 v
， x
床墊 n
更是 d
難受 x
！ x
太 d
高 a
太軟 x
， x
睡 v
了 ul
第二天 m
起來 x
全身 n
痛 a
！ x
更讓人 x
難以忍受 x
的 uj
是 v
這個 x
酒店 n
的 uj
被子 n
竟然 d
沒套 x
被單 x
， x
而是 c
有 v
一條 x
床單 n
隔著 v
被子 n
， x
睡 v
到 v
半夜 m
全部 n
弄 v
得 ud
亂七八糟 x
！ x
！ x
3 x
、 x
房間 x
有 v
很多 m
瓦數 n
很高 a
的 uj
燈 n
， x
研究 vn
了 ul
很久 m
才 d
知道 v
很多 m
燈 n
都 d
串聯 x
在 p
一起 m
， x
只能 v
同時 x
開啟 v
和 c
關閉 x
， x
絕對 x
浪費 x
能源 n
！ x
這 zg
就是 d
我 r
住 v
過 ug
的 uj
房價 x
兩千 x
七百多 m
的 uj
所謂 x
的 uj
皇家 n
行政 n
房 n
， x
實在 x
是 v
一家 m
性價比 x
極端 x
差 a
的 uj
酒店 n
， x
這樣 x
的 uj
酒店 n
以後 x
就是 d
免費 x
也 d
不會 x
再 d
住 v
， x
因為 c
從 p
預訂 x
到 v
入住 v
只有 c
很 zg
受氣 x
、 x
超 v
麻煩 x
、 x
不 d
舒服 a
、 x
不 d
值得 v
的 uj
感覺 x
。 x
望 v
後來者 x
三思 n
！ x"
186,,環境	服務	餐廳,"昨天 t
剛 d
從 p
南京 ns
回來 x
, x
去 v
之前 f
經過 x
反覆 v
比較 x
後 nr
挑 v
了 ul
晶麗 a
感覺 x
不管 c
是 v
門童 x
、 x
前台 n
接待 v
， x
或者 c
是 v
餐廳 x
服務員 x
都 d
經過 x
良好 a
的 uj
訓練 x
， x
那位 r
門童 x
大叔 n
還 x
仔細 x
介紹 x
到 v
夫子廟 x
該 x
怎麼 x
乘車 x
（ x
因為 c
是 v
下班 v
高峰 nr
， x
出租車 x
很 d
難 a
叫 v
到 v
） x
選 v
的 uj
商務 x
單人間 x
， x
在 p
頂樓 x
11 m
樓 n
， x
雖然 x
靠近 v
馬路 x
， x
但 c
還算 v
安靜 x"
187,,環境	服務	交通,"友誼 x
賓館 x
環境 x
絕對 x
是 v
一流 n
的 uj
， x
服務態度 x
更是 d
讓 v
人 n
心曠神怡 x
。 x
我們 x
全家 n
在 p
此 r
渡過 x
了 ul
美好 a
的 uj
三天 m
， x
感謝 x
酒店 n
的 uj
良好 a
服務 x
， x
更 d
感謝 x
攜程 x
的 uj
準確 x
預訂 x
。 x
唯一 b
不足 a
的 uj
是 v
， x
友誼 x
賓館 x
房間 x
無 zg
服務指南 x
， x
哪怕 c
是 v
簡單 x
的 uj
提示 v
， x
如 v
餐廳 x
位置 v
、 x
就餐 v
時間 x
、 x
價格 x
等 u
， x
雖然 x
服務員 x
能 v
熱情 x
解答 v
， x
但 c
總是 x
感覺 x
不 d
太 d
方便 a
。 x
補充 x
點評 x
2008 m
年 m
8 m
月 m
1 m
日 m
： x
對 x
了 ul
還有 x
一點 x
， x
去 v
海灘 x
游泳 vn
非常 d
方便 a
， x
在 p
酒店 n
換 v
好 a
衣服 n
就 d
可以 c
了 ul
， x
回來 x
沖洗 x
溫水 x
澡 n
， x
真是 d
舒服 a
。 x
下次 t
去 v
度假 v
一定 d
還 d
選 v
這裡 r
。 x"
188,服務	交通,,"我 r
真的 d
建議 x
所有 b
到 v
成都 ns
出差 v
的 uj
朋友 n
千萬 x
不要 df
入住 v
這家 x
酒店 n
， x
首先 d
這個 x
酒店 n
的 uj
位置 v
實在 x
不好 d
， x
附近 f
基本上 n
沒有 x
什麼 x
娛樂 x
， x
而且 c
因為 c
附近 f
的 uj
出租車 x
是 v
屬於 x
郊區 x
的 uj
， x
管理 vn
非常 d
不 d
嚴格 x
， x
如果 c
發現 x
不是 c
本地人 n
就 d
會 v
繞 v
很遠 x
的 uj
路 n
， x
我 r
為了 p
離 v
客戶 x
的 uj
近才 t
住 v
的 uj
這家 x
酒店 n
， x
結果 x
10 m
元 m
的 uj
路程 n
， x
出租車 x
竟然 d
給 p
我 r
繞 v
了 ul
30 m
元 m
。 x
最 d
重要 a
的 uj
是 v
這個 x
酒店 n
的 uj
服務 x
很 d
差 a
， x
行政 n
房 n
沒有 x
行政 n
待遇 n
， x
checkout eng
時候 x
竟然 d
把 p
免費 x
的 uj
服務 x
都 d
算錢 x
了 ul
。 x
而且 c
我 r
是 v
洲際 x
的 uj
金卡 n
會員 x
， x
一向 d
比較 x
重視 x
積分 x
的 uj
和 c
住宿 n
天數 x
的 uj
累計 x
， x
因為 c
我 r
是 v
攜程 x
定 v
的 uj
酒店 n
， x
這家 x
酒店 n
竟然 d
不 d
給 p
我 r
積分 x
， x
甚至 d
連 zg
一個 x
標準 x
的 uj
會員 x
入住 v
天數 x
也 d
沒有 x
給 p
我 r
累積 x
。 x
同樣 x
的 uj
在 p
成都 ns
總府路 x
附近 f
的 uj
洲際 x
下屬 x
的 uj
總府 x
皇冠 n
酒店 n
， x
服務 x
和 c
地理環境 x
非常 d
的 uj
好 a
， x
而且 c
明確 x
告訴 x
我 r
雖然 x
是 v
攜 v
成訂 v
的 uj
， x
但是 c
優悅 a
會 v
的 uj
會員卡 x
照樣 x
積分 x
， x
這裡 r
說明 x
一下 m
， x
因為 c
第一天 m
住 v
的 uj
不 a
滿意 x
， x
我 r
第二天 m
就 d
搬到 v
那邊 x
了 ul
。 x
我 r
真心 d
的 uj
建議 x
所有 b
有 v
優悅 a
會 v
會員卡 x
的 uj
朋友 n
一定 d
不要 df
住 v
這個 x
酒店 n
， x
要住 v
就 d
去 v
總府 x
皇冠 n
， x
而且 c
成都 ns
很小 a
， x
高新 d
開發區 x
離 zg
市中心 n
也 d
不是 c
很遠 x
， x
住 v
在 p
總府 x
也 d
方便 a
的 uj
。 x"
189,服務,環境	交通,"酒店 n
地理位置 n
： x
4 m
分 v
， x
地理位置 n
一般 a
， x
離 zg
火車站 x
文殊院 n
較 d
近 a
， x
出租車 x
相對 x
比較 x
好 a
叫 v
， x
大約 x
等 u
5 m
分鐘 x
左右 m
。 x
酒店 n
環境 x
： x
5 m
分 v
， x
很 d
有 v
味道 n
的 uj
芙蓉 n
文化 n
主題 x
酒店 n
， x
很 d
有 v
特色 n
， x
個人 x
很 zg
喜歡 x
， x
就是 d
作為 v
4 m
星級 x
酒店 n
來說 x
服務態度 x
稍微 d
差 a
了 ul
一點 x
。 x"
